001	af:wêreld	af-NA:wêreld	ak:wiase	am:ዓለም	ar:العالم	ar-AE:العالم	ar-BH:العالم	ar-DJ:العالم	ar-DZ:العالم	ar-EG:العالم	ar-EH:العالم	ar-ER:العالم	ar-IL:العالم	ar-IQ:العالم	ar-JO:العالم	ar-KM:العالم	ar-KW:العالم	ar-LB:العالم	ar-LY:العالم	ar-MA:العالم
AX	af:Ålandeilande	af-NA:Ålandeilande	ak:Aland Aeland	am:የአላንድ ደሴቶች	ar:جزر آلاند	ar-AE:جزر آلاند	ar-BH:جزر آلاند	ar-DJ:جزر آلاند	ar-DZ:جزر آلاند	ar-EG:جزر آلاند	ar-EH:جزر آلاند	ar-ER:جزر آلاند	ar-IL:جزر آلاند	ar-IQ:جزر آلاند	ar-JO:جزر آلاند	ar-KM:جزر آلاند	ar-KW:جزر آلاند	ar-LB:جزر آلاند	ar-LY:جزر آلاند	ar-MA:جزر آلاند
AZ	af:Azerbeidjan	af-NA:Azerbeidjan	agq:Àzɨbɛ̀dzân	ak:Asabegyan	am:አዘርባጃን	ar:أذربيجان	ar-AE:أذربيجان	ar-BH:أذربيجان	ar-DJ:أذربيجان	ar-DZ:أذربيجان	ar-EG:أذربيجان	ar-EH:أذربيجان	ar-ER:أذربيجان	ar-IL:أذربيجان	ar-IQ:أذربيجان	ar-JO:أذربيجان	ar-KM:أذربيجان	ar-KW:أذربيجان	ar-LB:أذربيجان	ar-LY:أذربيجان
BA	af:Bosnië en Herzegowina	af-NA:Bosnië en Herzegowina	agq:Bosɨnyìa à Hɛ̀zɛ̀gòvinà	ak:Bosnia ne Hɛzegovina	am:ቦስኒያ እና ሄርዞጎቪኒያ	ar:البوسنة والهرسك	ar-AE:البوسنة والهرسك	ar-BH:البوسنة والهرسك	ar-DJ:البوسنة والهرسك	ar-DZ:البوسنة والهرسك	ar-EG:البوسنة والهرسك	ar-EH:البوسنة والهرسك	ar-ER:البوسنة والهرسك	ar-IL:البوسنة والهرسك	ar-IQ:البوسنة والهرسك	ar-JO:البوسنة والهرسك	ar-KM:البوسنة والهرسك	ar-KW:البوسنة والهرسك	ar-LB:البوسنة والهرسك	ar-LY:البوسنة والهرسك
BB	af:Barbados	af-NA:Barbados	agq:Bàbadòs	ak:Baabados	am:ባርቤዶስ	ar:بربادوس	ar-AE:بربادوس	ar-BH:بربادوس	ar-DJ:بربادوس	ar-DZ:بربادوس	ar-EG:بربادوس	ar-EH:بربادوس	ar-ER:بربادوس	ar-IL:بربادوس	ar-IQ:بربادوس	ar-JO:بربادوس	ar-KM:بربادوس	ar-KW:بربادوس	ar-LB:بربادوس	ar-LY:بربادوس
BD	af:Bangladesj	af-NA:Bangladesj	agq:Baŋgɨ̀làdɛ̂	ak:Bangladɛhye	am:ባንግላዲሽ	ar:بنغلاديش	ar-AE:بنغلاديش	ar-BH:بنغلاديش	ar-DJ:بنغلاديش	ar-DZ:بنغلاديش	ar-EG:بنغلاديش	ar-EH:بنغلاديش	ar-ER:بنغلاديش	ar-IL:بنغلاديش	ar-IQ:بنغلاديش	ar-JO:بنغلاديش	ar-KM:بنغلاديش	ar-KW:بنغلاديش	ar-LB:بنغلاديش	ar-LY:بنغلاديش
BE	af:België	af-NA:België	agq:Bɛɛdzwùm	ak:Bɛlgyium	am:ቤልጄም	ar:بلجيكا	ar-AE:بلجيكا	ar-BH:بلجيكا	ar-DJ:بلجيكا	ar-DZ:بلجيكا	ar-EG:بلجيكا	ar-EH:بلجيكا	ar-ER:بلجيكا	ar-IL:بلجيكا	ar-IQ:بلجيكا	ar-JO:بلجيكا	ar-KM:بلجيكا	ar-KW:بلجيكا	ar-LB:بلجيكا	ar-LY:بلجيكا
BF	af:Burkina Faso	af-NA:Burkina Faso	agq:Bùkinà Fasò	ak:Bɔkina Faso	am:ቡርኪና ፋሶ	ar:بوركينا فاسو	ar-AE:بوركينا فاسو	ar-BH:بوركينا فاسو	ar-DJ:بوركينا فاسو	ar-DZ:بوركينا فاسو	ar-EG:بوركينا فاسو	ar-EH:بوركينا فاسو	ar-ER:بوركينا فاسو	ar-IL:بوركينا فاسو	ar-IQ:بوركينا فاسو	ar-JO:بوركينا فاسو	ar-KM:بوركينا فاسو	ar-KW:بوركينا فاسو	ar-LB:بوركينا فاسو	ar-LY:بوركينا فاسو
BG	af:Bulgarye	af-NA:Bulgarye	agq:Bùugɛlìa	ak:Bɔlgeria	am:ቡልጋሪያ	ar:بلغاريا	ar-AE:بلغاريا	ar-BH:بلغاريا	ar-DJ:بلغاريا	ar-DZ:بلغاريا	ar-EG:بلغاريا	ar-EH:بلغاريا	ar-ER:بلغاريا	ar-IL:بلغاريا	ar-IQ:بلغاريا	ar-JO:بلغاريا	ar-KM:بلغاريا	ar-KW:بلغاريا	ar-LB:بلغاريا	ar-LY:بلغاريا
BH	af:Bahrein	af-NA:Bahrein	agq:Bàlaen	ak:Baren	am:ባህሬን	ar:البحرين	ar-AE:البحرين	ar-BH:البحرين	ar-DJ:البحرين	ar-DZ:البحرين	ar-EG:البحرين	ar-EH:البحرين	ar-ER:البحرين	ar-IL:البحرين	ar-IQ:البحرين	ar-JO:البحرين	ar-KM:البحرين	ar-KW:البحرين	ar-LB:البحرين	ar-LY:البحرين
BI	af:Burundi	af-NA:Burundi	agq:Bùlundì	ak:Burundi	am:ብሩንዲ	ar:بوروندي	ar-AE:بوروندي	ar-BH:بوروندي	ar-DJ:بوروندي	ar-DZ:بوروندي	ar-EG:بوروندي	ar-EH:بوروندي	ar-ER:بوروندي	ar-IL:بوروندي	ar-IQ:بوروندي	ar-JO:بوروندي	ar-KM:بوروندي	ar-KW:بوروندي	ar-LB:بوروندي	ar-LY:بوروندي
BJ	af:Benin	af-NA:Benin	agq:Bɛ̀nɨ̂ŋ	ak:Bɛnin	am:ቤኒን	ar:بنين	ar-AE:بنين	ar-BH:بنين	ar-DJ:بنين	ar-DZ:بنين	ar-EG:بنين	ar-EH:بنين	ar-ER:بنين	ar-IL:بنين	ar-IQ:بنين	ar-JO:بنين	ar-KM:بنين	ar-KW:بنين	ar-LB:بنين	ar-LY:بنين
BL	af:Sint Barthélemy	af-NA:Sint Barthélemy	ak:St. Baatilemi	am:ሴንት ባርቴሌሚ	ar:سان بارتليمي	ar-AE:سان بارتليمي	ar-BH:سان بارتليمي	ar-DJ:سان بارتليمي	ar-DZ:سان بارتليمي	ar-EG:سان بارتليمي	ar-EH:سان بارتليمي	ar-ER:سان بارتليمي	ar-IL:سان بارتليمي	ar-IQ:سان بارتليمي	ar-JO:سان بارتليمي	ar-KM:سان بارتليمي	ar-KW:سان بارتليمي	ar-LB:سان بارتليمي	ar-LY:سان بارتليمي	ar-MA:سان بارتليمي
BM	af:Bermuda	af-NA:Bermuda	agq:Bɛ̀mudà	ak:Bɛmuda	am:ቤርሙዳ	ar:برمودا	ar-AE:برمودا	ar-BH:برمودا	ar-DJ:برمودا	ar-DZ:برمودا	ar-EG:برمودا	ar-EH:برمودا	ar-ER:برمودا	ar-IL:برمودا	ar-IQ:برمودا	ar-JO:برمودا	ar-KM:برمودا	ar-KW:برمودا	ar-LB:برمودا	ar-LY:برمودا
BN	af:Broenei	af-NA:Broenei	agq:Bɨ̀lunè	ak:Brunae	am:ብሩኒ	ar:بروناي	ar-AE:بروناي	ar-BH:بروناي	ar-DJ:بروناي	ar-DZ:بروناي	ar-EG:بروناي	ar-EH:بروناي	ar-ER:بروناي	ar-IL:بروناي	ar-IQ:بروناي	ar-JO:بروناي	ar-KM:بروناي	ar-KW:بروناي	ar-LB:بروناي	ar-LY:بروناي
BO	af:Bolivië	af-NA:Bolivië	agq:Bòlevà	ak:Bolivia	am:ቦሊቪያ	ar:بوليفيا	ar-AE:بوليفيا	ar-BH:بوليفيا	ar-DJ:بوليفيا	ar-DZ:بوليفيا	ar-EG:بوليفيا	ar-EH:بوليفيا	ar-ER:بوليفيا	ar-IL:بوليفيا	ar-IQ:بوليفيا	ar-JO:بوليفيا	ar-KM:بوليفيا	ar-KW:بوليفيا	ar-LB:بوليفيا	ar-LY:بوليفيا
BQ	af:Karibiese Nederland	af-NA:Karibiese Nederland	ak:Caribbean Netherlands	am:የካሪቢያን ኔዘርላንድስ	ar:هولندا الكاريبية	ar-AE:هولندا الكاريبية	ar-BH:هولندا الكاريبية	ar-DJ:هولندا الكاريبية	ar-DZ:هولندا الكاريبية	ar-EG:هولندا الكاريبية	ar-EH:هولندا الكاريبية	ar-ER:هولندا الكاريبية	ar-IL:هولندا الكاريبية	ar-IQ:هولندا الكاريبية	ar-JO:هولندا الكاريبية	ar-KM:هولندا الكاريبية	ar-KW:هولندا الكاريبية	ar-LB:هولندا الكاريبية	ar-LY:هولندا الكاريبية	ar-MA:هولندا الكاريبية
BR	af:Brasilië	af-NA:Brasilië	agq:Bɨ̀làzîi	ak:Brazil	am:ብራዚል	ar:البرازيل	ar-AE:البرازيل	ar-BH:البرازيل	ar-DJ:البرازيل	ar-DZ:البرازيل	ar-EG:البرازيل	ar-EH:البرازيل	ar-ER:البرازيل	ar-IL:البرازيل	ar-IQ:البرازيل	ar-JO:البرازيل	ar-KM:البرازيل	ar-KW:البرازيل	ar-LB:البرازيل	ar-LY:البرازيل
BS	af:Bahamas	af-NA:Bahamas	agq:Bàhamàs	ak:Bahamase	am:ባሃማስ	ar:جزر البهاما	ar-AE:جزر البهاما	ar-BH:جزر البهاما	ar-DJ:جزر البهاما	ar-DZ:جزر البهاما	ar-EG:جزر البهاما	ar-EH:جزر البهاما	ar-ER:جزر البهاما	ar-IL:جزر البهاما	ar-IQ:جزر البهاما	ar-JO:جزر البهاما	ar-KM:جزر البهاما	ar-KW:جزر البهاما	ar-LB:جزر البهاما	ar-LY:جزر البهاما
BT	af:Bhoetan	af-NA:Bhoetan	agq:Mbutàn	ak:Butan	am:ቡህታን	ar:بوتان	ar-AE:بوتان	ar-BH:بوتان	ar-DJ:بوتان	ar-DZ:بوتان	ar-EG:بوتان	ar-EH:بوتان	ar-ER:بوتان	ar-IL:بوتان	ar-IQ:بوتان	ar-JO:بوتان	ar-KM:بوتان	ar-KW:بوتان	ar-LB:بوتان	ar-LY:بوتان
BV	af:Bouvet-eiland	af-NA:Bouvet-eiland	ak:Bouvet Island	am:ቡቬት ደሴት	ar:جزيرة بوفيه	ar-AE:جزيرة بوفيه	ar-BH:جزيرة بوفيه	ar-DJ:جزيرة بوفيه	ar-DZ:جزيرة بوفيه	ar-EG:جزيرة بوفيه	ar-EH:جزيرة بوفيه	ar-ER:جزيرة بوفيه	ar-IL:جزيرة بوفيه	ar-IQ:جزيرة بوفيه	ar-JO:جزيرة بوفيه	ar-KM:جزيرة بوفيه	ar-KW:جزيرة بوفيه	ar-LB:جزيرة بوفيه	ar-LY:جزيرة بوفيه	ar-MA:جزيرة بوفيه
BW	af:Botswana	af-NA:Botswana	agq:Bòtɨ̀swǎnà	ak:Bɔtswana	am:ቦትስዋና	ar:بوتسوانا	ar-AE:بوتسوانا	ar-BH:بوتسوانا	ar-DJ:بوتسوانا	ar-DZ:بوتسوانا	ar-EG:بوتسوانا	ar-EH:بوتسوانا	ar-ER:بوتسوانا	ar-IL:بوتسوانا	ar-IQ:بوتسوانا	ar-JO:بوتسوانا	ar-KM:بوتسوانا	ar-KW:بوتسوانا	ar-LB:بوتسوانا	ar-LY:بوتسوانا
BY	af:Belarus	af-NA:Belarus	agq:Bɛlàlûs	ak:Bɛlarus	am:ቤላሩስ	ar:بيلاروس	ar-AE:بيلاروس	ar-BH:بيلاروس	ar-DJ:بيلاروس	ar-DZ:بيلاروس	ar-EG:بيلاروس	ar-EH:بيلاروس	ar-ER:بيلاروس	ar-IL:بيلاروس	ar-IQ:بيلاروس	ar-JO:بيلاروس	ar-KM:بيلاروس	ar-KW:بيلاروس	ar-LB:بيلاروس	ar-LY:بيلاروس
BZ	af:Belize	af-NA:Belize	agq:Bɛ̀lezɨ̀	ak:Beliz	am:በሊዝ	ar:بليز	ar-AE:بليز	ar-BH:بليز	ar-DJ:بليز	ar-DZ:بليز	ar-EG:بليز	ar-EH:بليز	ar-ER:بليز	ar-IL:بليز	ar-IQ:بليز	ar-JO:بليز	ar-KM:بليز	ar-KW:بليز	ar-LB:بليز	ar-LY:بليز
CA	af:Kanada	af-NA:Kanada	agq:Kanadà	ak:Kanada	am:ካናዳ	ar:كندا	ar-AE:كندا	ar-BH:كندا	ar-DJ:كندا	ar-DZ:كندا	ar-EG:كندا	ar-EH:كندا	ar-ER:كندا	ar-IL:كندا	ar-IQ:كندا	ar-JO:كندا	ar-KM:كندا	ar-KW:كندا	ar-LB:كندا	ar-LY:كندا
CC	af:Kokoseilande	af-NA:Kokoseilande	ak:Kokoso Supɔ	am:ኮኮስ(ኬሊንግ) ደሴቶች	ar:جزر كوكوس (كيلينغ)	ar-AE:جزر كوكوس (كيلينغ)	ar-BH:جزر كوكوس (كيلينغ)	ar-DJ:جزر كوكوس (كيلينغ)	ar-DZ:جزر كوكوس (كيلينغ)	ar-EG:جزر كوكوس (كيلينغ)	ar-EH:جزر كوكوس (كيلينغ)	ar-ER:جزر كوكوس (كيلينغ)	ar-IL:جزر كوكوس (كيلينغ)	ar-IQ:جزر كوكوس (كيلينغ)	ar-JO:جزر كوكوس (كيلينغ)	ar-KM:جزر كوكوس (كيلينغ)	ar-KW:جزر كوكوس (كيلينغ)	ar-LB:جزر كوكوس (كيلينغ)	ar-LY:جزر كوكوس (كيلينغ)	ar-MA:جزر كوكوس (كيلينغ)
CD	af:Demokratiese Republiek van die Kongo	af-NA:Demokratiese Republiek van die Kongo	agq:Dɛ̀mùkàlatì Lèkpubèlè è Kuŋgù	ak:Kongo Kinhyaahya	am:ኮንጎ-ኪንሻሳ	ar:الكونغو - كينشاسا	ar-AE:الكونغو - كينشاسا	ar-BH:الكونغو - كينشاسا	ar-DJ:الكونغو - كينشاسا	ar-DZ:الكونغو - كينشاسا	ar-EG:الكونغو - كينشاسا	ar-EH:الكونغو - كينشاسا	ar-ER:الكونغو - كينشاسا	ar-IL:الكونغو - كينشاسا	ar-IQ:الكونغو - كينشاسا	ar-JO:الكونغو - كينشاسا	ar-KM:الكونغو - كينشاسا	ar-KW:الكونغو - كينشاسا	ar-LB:الكونغو - كينشاسا	ar-LY:الكونغو - كينشاسا
CF	af:Sentraal-Afrikaanse Republiek	af-NA:Sentraal-Afrikaanse Republiek	agq:Sɛnta Afɨlekan Lèkpobèlè	ak:Afrika Finimfin Man	am:ማዕከላዊ አፍሪካ ሪፑብሊክ	ar:جمهورية أفريقيا الوسطى	ar-AE:جمهورية أفريقيا الوسطى	ar-BH:جمهورية أفريقيا الوسطى	ar-DJ:جمهورية أفريقيا الوسطى	ar-DZ:جمهورية أفريقيا الوسطى	ar-EG:جمهورية أفريقيا الوسطى	ar-EH:جمهورية أفريقيا الوسطى	ar-ER:جمهورية أفريقيا الوسطى	ar-IL:جمهورية أفريقيا الوسطى	ar-IQ:جمهورية أفريقيا الوسطى	ar-JO:جمهورية أفريقيا الوسطى	ar-KM:جمهورية أفريقيا الوسطى	ar-KW:جمهورية أفريقيا الوسطى	ar-LB:جمهورية أفريقيا الوسطى	ar-LY:جمهورية أفريقيا الوسطى
CG	af:Kongo-Brazzaville	af-NA:Kongo-Brazzaville	agq:Kuŋgù	ak:Kongo	am:ኮንጎ ብራዛቪል	ar:الكونغو - برازافيل	ar-AE:الكونغو - برازافيل	ar-BH:الكونغو - برازافيل	ar-DJ:الكونغو - برازافيل	ar-DZ:الكونغو - برازافيل	ar-EG:الكونغو - برازافيل	ar-EH:الكونغو - برازافيل	ar-ER:الكونغو - برازافيل	ar-IL:الكونغو - برازافيل	ar-IQ:الكونغو - برازافيل	ar-JO:الكونغو - برازافيل	ar-KM:الكونغو - برازافيل	ar-KW:الكونغو - برازافيل	ar-LB:الكونغو - برازافيل	ar-LY:الكونغو - برازافيل
CH	af:Switserland	af-NA:Switserland	agq:Suezàlân	ak:Swetzaland	am:ስዊዘርላንድ	ar:سويسرا	ar-AE:سويسرا	ar-BH:سويسرا	ar-DJ:سويسرا	ar-DZ:سويسرا	ar-EG:سويسرا	ar-EH:سويسرا	ar-ER:سويسرا	ar-IL:سويسرا	ar-IQ:سويسرا	ar-JO:سويسرا	ar-KM:سويسرا	ar-KW:سويسرا	ar-LB:سويسرا	ar-LY:سويسرا
CI	af:Ivoorkus	af-NA:Ivoorkus	agq:Ku Dɨ̀vûa	ak:Kodivuwa	am:ኮትዲቯር	ar:ساحل العاج	ar-AE:ساحل العاج	ar-BH:ساحل العاج	ar-DJ:ساحل العاج	ar-DZ:ساحل العاج	ar-EG:ساحل العاج	ar-EH:ساحل العاج	ar-ER:ساحل العاج	ar-IL:ساحل العاج	ar-IQ:ساحل العاج	ar-JO:ساحل العاج	ar-KM:ساحل العاج	ar-KW:ساحل العاج	ar-LB:ساحل العاج	ar-LY:ساحل العاج
CK	af:Cookeilande	af-NA:Cookeilande	agq:Chwɨla ŋ̀ Kûʔ	ak:Kuk Nsupɔ	am:ኩክ ደሴቶች	ar:جزر كوك	ar-AE:جزر كوك	ar-BH:جزر كوك	ar-DJ:جزر كوك	ar-DZ:جزر كوك	ar-EG:جزر كوك	ar-EH:جزر كوك	ar-ER:جزر كوك	ar-IL:جزر كوك	ar-IQ:جزر كوك	ar-JO:جزر كوك	ar-KM:جزر كوك	ar-KW:جزر كوك	ar-LB:جزر كوك	ar-LY:جزر كوك
CL	af:Chili	af-NA:Chili	agq:Chilè	ak:Kyili	am:ቺሊ	ar:تشيلي	ar-AE:تشيلي	ar-BH:تشيلي	ar-DJ:تشيلي	ar-DZ:تشيلي	ar-EG:تشيلي	ar-EH:تشيلي	ar-ER:تشيلي	ar-IL:تشيلي	ar-IQ:تشيلي	ar-JO:تشيلي	ar-KM:تشيلي	ar-KW:تشيلي	ar-LB:تشيلي	ar-LY:تشيلي
CM	af:Kameroen	af-NA:Kameroen	agq:Kàmàlûŋ	ak:Kamɛrun	am:ካሜሩን	ar:الكاميرون	ar-AE:الكاميرون	ar-BH:الكاميرون	ar-DJ:الكاميرون	ar-DZ:الكاميرون	ar-EG:الكاميرون	ar-EH:الكاميرون	ar-ER:الكاميرون	ar-IL:الكاميرون	ar-IQ:الكاميرون	ar-JO:الكاميرون	ar-KM:الكاميرون	ar-KW:الكاميرون	ar-LB:الكاميرون	ar-LY:الكاميرون
CN	af:China	af-NA:China	agq:Chaenà	ak:Kyaena	am:ቻይና	ar:الصين	ar-AE:الصين	ar-BH:الصين	ar-DJ:الصين	ar-DZ:الصين	ar-EG:الصين	ar-EH:الصين	ar-ER:الصين	ar-IL:الصين	ar-IQ:الصين	ar-JO:الصين	ar-KM:الصين	ar-KW:الصين	ar-LB:الصين	ar-LY:الصين
CO	af:Colombië	af-NA:Colombië	agq:Kòlombìa	ak:Kolombia	am:ኮሎምቢያ	ar:كولومبيا	ar-AE:كولومبيا	ar-BH:كولومبيا	ar-DJ:كولومبيا	ar-DZ:كولومبيا	ar-EG:كولومبيا	ar-EH:كولومبيا	ar-ER:كولومبيا	ar-IL:كولومبيا	ar-IQ:كولومبيا	ar-JO:كولومبيا	ar-KM:كولومبيا	ar-KW:كولومبيا	ar-LB:كولومبيا	ar-LY:كولومبيا
CP	af:Clippertoneiland	af-NA:Clippertoneiland	ak:Klepatin Aeland	am:ክሊፐርቶን ደሴት	ar:جزيرة كليبيرتون	ar-AE:جزيرة كليبيرتون	ar-BH:جزيرة كليبيرتون	ar-DJ:جزيرة كليبيرتون	ar-DZ:جزيرة كليبيرتون	ar-EG:جزيرة كليبيرتون	ar-EH:جزيرة كليبيرتون	ar-ER:جزيرة كليبيرتون	ar-IL:جزيرة كليبيرتون	ar-IQ:جزيرة كليبيرتون	ar-JO:جزيرة كليبيرتون	ar-KM:جزيرة كليبيرتون	ar-KW:جزيرة كليبيرتون	ar-LB:جزيرة كليبيرتون	ar-LY:جزيرة كليبيرتون	ar-MA:جزيرة كليبيرتون
CQ	af:Sark	af-NA:Sark	ak:Sark	am:ሳርክ	ar:سارك	ar-AE:سارك	ar-BH:سارك	ar-DJ:سارك	ar-DZ:سارك	ar-EG:سارك	ar-EH:سارك	ar-ER:سارك	ar-IL:سارك	ar-IQ:سارك	ar-JO:سارك	ar-KM:سارك	ar-KW:سارك	ar-LB:سارك	ar-LY:سارك	ar-MA:سارك
CR	af:Costa Rica	af-NA:Costa Rica	agq:Kòsɨ̀tà Lekà	ak:Kɔsta Rika	am:ኮስታሪካ	ar:كوستاريكا	ar-AE:كوستاريكا	ar-BH:كوستاريكا	ar-DJ:كوستاريكا	ar-DZ:كوستاريكا	ar-EG:كوستاريكا	ar-EH:كوستاريكا	ar-ER:كوستاريكا	ar-IL:كوستاريكا	ar-IQ:كوستاريكا	ar-JO:كوستاريكا	ar-KM:كوستاريكا	ar-KW:كوستاريكا	ar-LB:كوستاريكا	ar-LY:كوستاريكا
CU	af:Kuba	af-NA:Kuba	agq:Kuuwbà	ak:Kiuba	am:ኩባ	ar:كوبا	ar-AE:كوبا	ar-BH:كوبا	ar-DJ:كوبا	ar-DZ:كوبا	ar-EG:كوبا	ar-EH:كوبا	ar-ER:كوبا	ar-IL:كوبا	ar-IQ:كوبا	ar-JO:كوبا	ar-KM:كوبا	ar-KW:كوبا	ar-LB:كوبا	ar-LY:كوبا
CV	af:Kaap Verde	af-NA:Kaap Verde	agq:Chwɨla ŋ̀ Kɛ̀b Vɛ̂ɛ	ak:Kepvɛdfo Islands	am:ኬፕቨርዴ	ar:الرأس الأخضر	ar-AE:الرأس الأخضر	ar-BH:الرأس الأخضر	ar-DJ:الرأس الأخضر	ar-DZ:الرأس الأخضر	ar-EG:الرأس الأخضر	ar-EH:الرأس الأخضر	ar-ER:الرأس الأخضر	ar-IL:الرأس الأخضر	ar-IQ:الرأس الأخضر	ar-JO:الرأس الأخضر	ar-KM:الرأس الأخضر	ar-KW:الرأس الأخضر	ar-LB:الرأس الأخضر	ar-LY:الرأس الأخضر
CW	af:Curaçao	af-NA:Curaçao	ak:Kurakaw	am:ኩራሳዎ	ar:كوراساو	ar-AE:كوراساو	ar-BH:كوراساو	ar-DJ:كوراساو	ar-DZ:كوراساو	ar-EG:كوراساو	ar-EH:كوراساو	ar-ER:كوراساو	ar-IL:كوراساو	ar-IQ:كوراساو	ar-JO:كوراساو	ar-KM:كوراساو	ar-KW:كوراساو	ar-LB:كوراساو	ar-LY:كوراساو	ar-MA:كوراساو
CX	af:Kerseiland	af-NA:Kerseiland	ak:Buronya Supɔ	am:ክሪስማስ ደሴት	ar:جزيرة كريسماس	ar-AE:جزيرة كريسماس	ar-BH:جزيرة كريسماس	ar-DJ:جزيرة كريسماس	ar-DZ:جزيرة كريسماس	ar-EG:جزيرة كريسماس	ar-EH:جزيرة كريسماس	ar-ER:جزيرة كريسماس	ar-IL:جزيرة كريسماس	ar-IQ:جزيرة كريسماس	ar-JO:جزيرة كريسماس	ar-KM:جزيرة كريسماس	ar-KW:جزيرة كريسماس	ar-LB:جزيرة كريسماس	ar-LY:جزيرة كريسماس	ar-MA:جزيرة كريسماس
CY	af:Siprus	af-NA:Siprus	agq:Saekpùlù	ak:Saeprɔso	am:ሳይፕረስ	ar:قبرص	ar-AE:قبرص	ar-BH:قبرص	ar-DJ:قبرص	ar-DZ:قبرص	ar-EG:قبرص	ar-EH:قبرص	ar-ER:قبرص	ar-IL:قبرص	ar-IQ:قبرص	ar-JO:قبرص	ar-KM:قبرص	ar-KW:قبرص	ar-LB:قبرص	ar-LY:قبرص
CZ	af:Tsjeggië	af-NA:Tsjeggië	agq:Chɛ̂ Lèkpubèlè	ak:Kyɛk	am:ቼቺያ	ar:التشيك	ar-AE:التشيك	ar-BH:التشيك	ar-DJ:التشيك	ar-DZ:التشيك	ar-EG:التشيك	ar-EH:التشيك	ar-ER:التشيك	ar-IL:التشيك	ar-IQ:التشيك	ar-JO:التشيك	ar-KM:التشيك	ar-KW:التشيك	ar-LB:التشيك	ar-LY:التشيك
DE	af:Duitsland	af-NA:Duitsland	agq:Dzamanè	ak:Gyaaman	am:ጀርመን	ar:ألمانيا	ar-AE:ألمانيا	ar-BH:ألمانيا	ar-DJ:ألمانيا	ar-DZ:ألمانيا	ar-EG:ألمانيا	ar-EH:ألمانيا	ar-ER:ألمانيا	ar-IL:ألمانيا	ar-IQ:ألمانيا	ar-JO:ألمانيا	ar-KM:ألمانيا	ar-KW:ألمانيا	ar-LB:ألمانيا	ar-LY:ألمانيا
DG	af:Diego Garcia	af-NA:Diego Garcia	ak:Diɛgo Gaasia	am:ዲዬጎ ጋርሲያ	ar:دييغو غارسيا	ar-AE:دييغو غارسيا	ar-BH:دييغو غارسيا	ar-DJ:دييغو غارسيا	ar-DZ:دييغو غارسيا	ar-EG:دييغو غارسيا	ar-EH:دييغو غارسيا	ar-ER:دييغو غارسيا	ar-IL:دييغو غارسيا	ar-IQ:دييغو غارسيا	ar-JO:دييغو غارسيا	ar-KM:دييغو غارسيا	ar-KW:دييغو غارسيا	ar-LB:دييغو غارسيا	ar-LY:دييغو غارسيا	ar-MA:دييغو غارسيا
DJ	af:Djiboeti	af-NA:Djiboeti	agq:Dzìbuwtì	ak:Gyibuti	am:ጂቡቲ	ar:جيبوتي	ar-AE:جيبوتي	ar-BH:جيبوتي	ar-DJ:جيبوتي	ar-DZ:جيبوتي	ar-EG:جيبوتي	ar-EH:جيبوتي	ar-ER:جيبوتي	ar-IL:جيبوتي	ar-IQ:جيبوتي	ar-JO:جيبوتي	ar-KM:جيبوتي	ar-KW:جيبوتي	ar-LB:جيبوتي	ar-LY:جيبوتي
DK	af:Denemarke	af-NA:Denemarke	agq:Dɛnɨmà	ak:Dɛnmak	am:ዴንማርክ	ar:الدانمرك	ar-AE:الدانمرك	ar-BH:الدانمرك	ar-DJ:الدانمرك	ar-DZ:الدانمرك	ar-EG:الدانمرك	ar-EH:الدانمرك	ar-ER:الدانمرك	ar-IL:الدانمرك	ar-IQ:الدانمرك	ar-JO:الدانمرك	ar-KM:الدانمرك	ar-KW:الدانمرك	ar-LB:الدانمرك	ar-LY:الدانمرك
DM	af:Dominica	af-NA:Dominica	agq:Dòmenekà	ak:Dɔmeneka	am:ዶሚኒካ	ar:دومينيكا	ar-AE:دومينيكا	ar-BH:دومينيكا	ar-DJ:دومينيكا	ar-DZ:دومينيكا	ar-EG:دومينيكا	ar-EH:دومينيكا	ar-ER:دومينيكا	ar-IL:دومينيكا	ar-IQ:دومينيكا	ar-JO:دومينيكا	ar-KM:دومينيكا	ar-KW:دومينيكا	ar-LB:دومينيكا	ar-LY:دومينيكا
DO	af:Dominikaanse Republiek	af-NA:Dominikaanse Republiek	agq:Dòmenekà Lèkpubèlè	ak:Dɔmeneka Man	am:ዶመኒካን ሪፑብሊክ	ar:جمهورية الدومينيكان	ar-AE:جمهورية الدومينيكان	ar-BH:جمهورية الدومينيكان	ar-DJ:جمهورية الدومينيكان	ar-DZ:جمهورية الدومينيكان	ar-EG:جمهورية الدومينيكان	ar-EH:جمهورية الدومينيكان	ar-ER:جمهورية الدومينيكان	ar-IL:جمهورية الدومينيكان	ar-IQ:جمهورية الدومينيكان	ar-JO:جمهورية الدومينيكان	ar-KM:جمهورية الدومينيكان	ar-KW:جمهورية الدومينيكان	ar-LB:جمهورية الدومينيكان	ar-LY:جمهورية الدومينيكان
